Prodi;Kode Mata Kuliah;Mata Kuliah;Jumlah Mahasiswa;Jumlah Mahasiswa per Ruangan;Kelas;Dosen;Ujian;Hari;Tanggal;Waktu;Ruangan;"No Urut Absen Mahasiswa
bit.ly/NomorUrutAbsensiUTSFIF2425 ";Request Kebutuhan Pengawas;
S1 Teknologi Informasi;CBK2EAB3;ORGANISASI DAN ARSITEKTUR KOMPUTER;36;18;IT-47-02;IDV;ONSITE;SENIN;4 Nov 2024;08.00 - 10.15 WIB;TULT 0703;1 - 18;2;
S1 Teknologi Informasi;CBK2EAB3;ORGANISASI DAN ARSITEKTUR KOMPUTER;36;18;IT-47-02;IDV;ONSITE;SENIN;4 Nov 2024;08.00 - 10.15 WIB;TULT 0706;19 - 36;2;
S1 Teknologi Informasi;CBK2EAB3;ORGANISASI DAN ARSITEKTUR KOMPUTER;30;15;IT-47-03;IDV;ONSITE;SENIN;4 Nov 2024;08.00 - 10.15 WIB;TULT 0707;1 - 15;2;
S1 Teknologi Informasi;CBK2EAB3;ORGANISASI DAN ARSITEKTUR KOMPUTER;30;15;IT-47-03;IDV;ONSITE;SENIN;4 Nov 2024;08.00 - 10.15 WIB;TULT 0709;16 - 30;2;
S1 Teknologi Informasi;CBK2EAB3;ORGANISASI DAN ARSITEKTUR KOMPUTER;39;20;IT-47-04;FBW;ONSITE;SENIN;4 Nov 2024;08.00 - 10.15 WIB;TULT 0710;1 - 20;2;
S1 Teknologi Informasi;CBK2EAB3;ORGANISASI DAN ARSITEKTUR KOMPUTER;39;19;IT-47-04;FBW;ONSITE;SENIN;4 Nov 2024;08.00 - 10.15 WIB;TULT 0711;21 - 39;2;
S1 Teknologi Informasi;CBK3CAB4;PEMROGRAMAN BERORIENTASI OBJEK;49;25;IT-46-01;MTD;ONSITE;SABTU;9 Nov 2024;08.00 - 10.15 WIB;KU3.03.02;1 - 25;2;
S1 Teknologi Informasi;CBK3CAB4;PEMROGRAMAN BERORIENTASI OBJEK;49;24;IT-46-01;MTD;ONSITE;SABTU;9 Nov 2024;08.00 - 10.15 WIB;KU3.03.03;26 - 49;2;
S1 Teknologi Informasi;CBK3CAB4;PEMROGRAMAN BERORIENTASI OBJEK;48;24;IT-46-02;HFM;ONSITE;SABTU;9 Nov 2024;08.00 - 10.15 WIB;KU3.04.01;1 - 24;2;
S1 Teknologi Informasi;CBK3CAB4;PEMROGRAMAN BERORIENTASI OBJEK;48;24;IT-46-02;HFM;ONSITE;SABTU;9 Nov 2024;08.00 - 10.15 WIB;KU3.04.18;25 - 48;2;
S1 Teknologi Informasi;CBK3CAB4;PEMROGRAMAN BERORIENTASI OBJEK;49;25;IT-46-03;BTG;ONSITE;SABTU;9 Nov 2024;08.00 - 10.15 WIB;KU3.04.19;1 - 25;2;
S1 Teknologi Informasi;CBK3CAB4;PEMROGRAMAN BERORIENTASI OBJEK;49;24;IT-46-03;BTG;ONSITE;SABTU;9 Nov 2024;08.00 - 10.15 WIB;KU3.04.20;26 - 49;2;
S1 Teknologi Informasi;CBK3CAB4;PEMROGRAMAN BERORIENTASI OBJEK;49;25;IT-46-04;BTG;ONSITE;SABTU;9 Nov 2024;08.00 - 10.15 WIB;KU3.05.12;1 - 25;2;
S1 Teknologi Informasi;CBK3CAB4;PEMROGRAMAN BERORIENTASI OBJEK;49;24;IT-46-04;BTG;ONSITE;SABTU;9 Nov 2024;08.00 - 10.15 WIB;KU3.05.13;26 - 49;2;
S1 Teknologi Informasi;CBK4WBB3;JARINGAN TERDEFINISI PERANGKAT LUNAK & VIRTUALISASI FUNGSI JARINGAN;25;13;IT-45-GAB;SBG;ONSITE;KAMIS;7 Nov 2024;08.00 - 10.15 WIB;TULT 0714;1 - 13;1;
S1 Teknologi Informasi;CBK4WBB3;JARINGAN TERDEFINISI PERANGKAT LUNAK & VIRTUALISASI FUNGSI JARINGAN;25;12;IT-45-GAB;SBG;ONSITE;KAMIS;7 Nov 2024;08.00 - 10.15 WIB;TULT 0715;14 - 25;1;
S1 Rekayasa Perangkat Lunak;CCK1BAB3;KALKULUS;42;21;SE-48-01;DNS;ONSITE;KAMIS;7 Nov 2024;10.45 - 13.00 WIB;KU3.03.02;1 - 42;2;
S1 Rekayasa Perangkat Lunak;CCK1BAB3;KALKULUS;46;23;SE-48-02;KMQ;ONSITE;KAMIS;7 Nov 2024;10.45 - 13.00 WIB;KU3.03.03;1 - 46;2;
S1 Rekayasa Perangkat Lunak;CCK1BAB3;KALKULUS;42;21;SE-48-03;AIE;ONSITE;KAMIS;7 Nov 2024;10.45 - 13.00 WIB;KU3.04.01;1 - 42;2;
S1 Rekayasa Perangkat Lunak;CCK1BAB3;KALKULUS;45;23;SE-48-04;AIE;ONSITE;KAMIS;7 Nov 2024;10.45 - 13.00 WIB;KU3.04.18;1 - 45;2;
S1 Rekayasa Perangkat Lunak;CCK1CAB3;LOGIKA MATEMATIKA;43;43;SE-48-01;YLS;ONSITE;SABTU;9 Nov 2024;08.00 - 10.15 WIB;(A303A) KU1.03.05;1 - 43;1;
S1 Rekayasa Perangkat Lunak;CCK1CAB3;LOGIKA MATEMATIKA;44;44;SE-48-02;YLS;ONSITE;SABTU;9 Nov 2024;08.00 - 10.15 WIB;(A303B) KU1.03.06;1 - 44;1;
S1 Rekayasa Perangkat Lunak;CCK1CAB3;LOGIKA MATEMATIKA;43;43;SE-48-03;DDR;ONSITE;SABTU;9 Nov 2024;08.00 - 10.15 WIB;(A304A) KU1.03.07;1 - 43;1;
S1 Rekayasa Perangkat Lunak;CCK1CAB3;LOGIKA MATEMATIKA;45;45;SE-48-04;JSM;ONSITE;SABTU;9 Nov 2024;08.00 - 10.15 WIB;(A304B) KU1.03.08;1 - 45;1;
S1 Rekayasa Perangkat Lunak;CCK1DAB4;ALGORITMA PEMROGRAMAN;30;15;SE- GABREM;IGR;ONSITE;JUMAT;8 Nov 2024;08.00 - 10.15 WIB;KU3.03.02;1 - 15;2;
S1 Rekayasa Perangkat Lunak;CCK1DAB4;ALGORITMA PEMROGRAMAN;30;15;SE- GABREM;IGR;ONSITE;JUMAT;8 Nov 2024;08.00 - 10.15 WIB;KU3.03.03;16 - 30;2;
S1 Rekayasa Perangkat Lunak;CCK1DAB4;ALGORITMA PEMROGRAMAN;43;22;SE-48-01;ZHH;ONSITE;JUMAT;8 Nov 2024;08.00 - 10.15 WIB;KU3.04.01;1 - 22;2;
S1 Rekayasa Perangkat Lunak;CCK1DAB4;ALGORITMA PEMROGRAMAN;43;21;SE-48-01;ZHH;ONSITE;JUMAT;8 Nov 2024;08.00 - 10.15 WIB;KU3.04.18;23 - 43;2;
S1 Rekayasa Perangkat Lunak;CCK1DAB4;ALGORITMA PEMROGRAMAN;43;22;SE-48-02;FDF;ONSITE;JUMAT;8 Nov 2024;08.00 - 10.15 WIB;KU3.04.19;1 - 22;2;
S1 Rekayasa Perangkat Lunak;CCK1DAB4;ALGORITMA PEMROGRAMAN;43;21;SE-48-02;FDF;ONSITE;JUMAT;8 Nov 2024;08.00 - 10.15 WIB;KU3.04.20;23 - 43;2;
S1 Rekayasa Perangkat Lunak;CCK1DAB4;ALGORITMA PEMROGRAMAN;41;21;SE-48-03;SMS;ONSITE;JUMAT;8 Nov 2024;08.00 - 10.15 WIB;KU3.05.12;1 - 21;2;
S1 Rekayasa Perangkat Lunak;CCK1DAB4;ALGORITMA PEMROGRAMAN;41;20;SE-48-03;SMS;ONSITE;JUMAT;8 Nov 2024;08.00 - 10.15 WIB;KU3.05.13;22 - 41;2;
S1 Rekayasa Perangkat Lunak;CCK1DAB4;ALGORITMA PEMROGRAMAN;46;23;SE-48-04;ZHH;ONSITE;JUMAT;8 Nov 2024;08.00 - 10.15 WIB;KU3.05.14;1 - 23;2;
S1 Rekayasa Perangkat Lunak;CCK1DAB4;ALGORITMA PEMROGRAMAN;46;23;SE-48-04;ZHH;ONSITE;JUMAT;8 Nov 2024;08.00 - 10.15 WIB;KU3.05.15;24 - 46;2;
S1 Rekayasa Perangkat Lunak;CCK1IAB3;DASAR PEMROGRAMAN BERORIENTASI OBJEK;43;22;SE-47-01;HPY;ONSITE;RABU;6 Nov 2024;10.45 - 13.00 WIB;KU3.03.02;1 - 22;2;
S1 Rekayasa Perangkat Lunak;CCK1IAB3;DASAR PEMROGRAMAN BERORIENTASI OBJEK;43;21;SE-47-01;HPY;ONSITE;RABU;6 Nov 2024;10.45 - 13.00 WIB;KU3.03.03;23 - 43;2;
S1 Rekayasa Perangkat Lunak;CCK1IAB3;DASAR PEMROGRAMAN BERORIENTASI OBJEK;42;21;SE-47-02;ZHH;ONSITE;RABU;6 Nov 2024;10.45 - 13.00 WIB;KU3.04.01;1 - 21;2;
S1 Rekayasa Perangkat Lunak;CCK1IAB3;DASAR PEMROGRAMAN BERORIENTASI OBJEK;42;21;SE-47-02;ZHH;ONSITE;RABU;6 Nov 2024;10.45 - 13.00 WIB;KU3.04.18;22 - 42;2;
S1 Rekayasa Perangkat Lunak;CCK1IAB3;DASAR PEMROGRAMAN BERORIENTASI OBJEK;38;19;SE-47-03;VLY;ONSITE;RABU;6 Nov 2024;10.45 - 13.00 WIB;KU3.04.19;1 - 19;2;
S1 Rekayasa Perangkat Lunak;CCK1IAB3;DASAR PEMROGRAMAN BERORIENTASI OBJEK;38;19;SE-47-03;VLY;ONSITE;RABU;6 Nov 2024;10.45 - 13.00 WIB;KU3.04.20;20 - 38;2;
S1 Rekayasa Perangkat Lunak;CCK1IAB3;DASAR PEMROGRAMAN BERORIENTASI OBJEK;39;20;SE-47-04;DAS;ONSITE;RABU;6 Nov 2024;10.45 - 13.00 WIB;KU3.05.12;1 - 20;2;
S1 Rekayasa Perangkat Lunak;CCK1IAB3;DASAR PEMROGRAMAN BERORIENTASI OBJEK;39;19;SE-47-04;DAS;ONSITE;RABU;6 Nov 2024;10.45 - 13.00 WIB;KU3.05.13;21 - 39;2;
S1 Sains Data;CDK2AAB4;STRUKTUR DATA;34;17;DS-47-02;ALH;ONSITE;SELASA;5 Nov 2024;14.00 - 16.15 WIB;KU3.04.01;1 - 17;2;
S1 Sains Data;CDK2AAB4;STRUKTUR DATA;34;17;DS-47-02;ALH;ONSITE;SELASA;5 Nov 2024;14.00 - 16.15 WIB;KU3.04.18;18 - 34;2;
S1 Sains Data;CDK2AAB4;STRUKTUR DATA;40;20;DS-47-03;SLL;ONSITE;SELASA;5 Nov 2024;14.00 - 16.15 WIB;KU3.04.19;1 - 20;2;
S1 Sains Data;CDK2AAB4;STRUKTUR DATA;40;20;DS-47-03;SLL;ONSITE;SELASA;5 Nov 2024;14.00 - 16.15 WIB;KU3.04.20;21 - 40;2;
S1 Teknologi Informasi;CBK2BAB4;STRUKTUR DATA;39;20;IT-47-KHS;IGR;ONSITE;SELASA;5 Nov 2024;08.00 - 10.15 WIB;KU3.03.02;1 - 20;2;
S1 Teknologi Informasi;CBK2BAB4;STRUKTUR DATA;39;19;IT-47-KHS;IGR;ONSITE;SELASA;5 Nov 2024;08.00 - 10.15 WIB;KU3.03.03;21 - 39;2;
S1 Teknologi Informasi;CBK2BAB4;STRUKTUR DATA;46;23;IT-47-01;ELN;ONSITE;SELASA;5 Nov 2024;08.00 - 10.15 WIB;KU3.04.01;1 - 23;2;
S1 Teknologi Informasi;CBK2BAB4;STRUKTUR DATA;46;23;IT-47-01;ELN;ONSITE;SELASA;5 Nov 2024;08.00 - 10.15 WIB;KU3.04.18;24 - 46;2;
S1 Rekayasa Perangkat Lunak;CCK2BAB2;ANALISIS KOMPLEKSITAS ALGORITMA;36;18;SE-47-01;DNH;ONSITE;JUMAT;8 Nov 2024;14.00 - 16.15 WIB;KU3.03.02;1 - 18;2;
S1 Rekayasa Perangkat Lunak;CCK2BAB2;ANALISIS KOMPLEKSITAS ALGORITMA;36;18;SE-47-01;DNH;ONSITE;JUMAT;8 Nov 2024;14.00 - 16.15 WIB;KU3.03.03;18 - 36;2;
S1 Rekayasa Perangkat Lunak;CCK2BAB2;ANALISIS KOMPLEKSITAS ALGORITMA;41;41;SE-47-02;LDS;ONSITE;JUMAT;8 Nov 2024;14.00 - 16.15 WIB;E301;1 - 41;2;
S1 Rekayasa Perangkat Lunak;CCK2BAB2;ANALISIS KOMPLEKSITAS ALGORITMA;36;36;SE-47-03;DJN;ONSITE;JUMAT;8 Nov 2024;14.00 - 16.15 WIB;E302;1 - 36;2;
S1 Rekayasa Perangkat Lunak;CCK2BAB2;ANALISIS KOMPLEKSITAS ALGORITMA;30;15;SE-47-04;LDS;ONSITE;JUMAT;8 Nov 2024;14.00 - 16.15 WIB;KU3.04.01;1 - 15;2;
S1 Rekayasa Perangkat Lunak;CCK2BAB2;ANALISIS KOMPLEKSITAS ALGORITMA;30;15;SE-47-04;LDS;ONSITE;JUMAT;8 Nov 2024;14.00 - 16.15 WIB;KU3.04.18;16 - 30;2;
S1 Rekayasa Perangkat Lunak;CCK3BAB3;MANAJEMEN PROYEK;36;18;SE-46-01;FDF;ONSITE;RABU;6 Nov 2024;14.00 - 16.15 WIB;(A203B) KU1.02.06;1 - 18;1;
S1 Rekayasa Perangkat Lunak;CCK3BAB3;MANAJEMEN PROYEK;36;18;SE-46-01;FDF;ONSITE;RABU;6 Nov 2024;14.00 - 16.15 WIB;(A207B) KU1.02.14;19 - 36;1;
S1 Rekayasa Perangkat Lunak;CCK3BAB3;MANAJEMEN PROYEK;37;19;SE-46-02;FVE;ONSITE;RABU;6 Nov 2024;14.00 - 16.15 WIB;(A204A) KU1.02.07;1 - 19;1;
S1 Rekayasa Perangkat Lunak;CCK3BAB3;MANAJEMEN PROYEK;37;18;SE-46-02;FVE;ONSITE;RABU;6 Nov 2024;14.00 - 16.15 WIB;(A208A) KU1.02.15;20 - 37;1;
S1 Rekayasa Perangkat Lunak;CCK3BAB3;MANAJEMEN PROYEK;45;23;SE-46-03;DAM;ONSITE;RABU;6 Nov 2024;14.00 - 16.15 WIB;(A204B) KU1.02.08;1 - 23;1;
S1 Rekayasa Perangkat Lunak;CCK3BAB3;MANAJEMEN PROYEK;45;22;SE-46-03;DAM;ONSITE;RABU;6 Nov 2024;14.00 - 16.15 WIB;(A208B) KU1.02.16;24 - 45;1;
S1 Rekayasa Perangkat Lunak;CCK3BAB3;MANAJEMEN PROYEK;26;26;SE-46-04;DGS;ONSITE;RABU;6 Nov 2024;14.00 - 16.15 WIB;(A207A) KU1.02.13;1 - 26;1;
S1 Rekayasa Perangkat Lunak;CCK3DAB3;PERANCANGAN DAN PEMROGRAMAN WEB;30;30;SE-46-01;HPY;ONSITE;SENIN;4 Nov 2024;08.00 - 10.15 WIB;KU3.04.01;1 - 30;0;
S1 Rekayasa Perangkat Lunak;CCK3DAB3;PERANCANGAN DAN PEMROGRAMAN WEB;35;35;SE-46-02;VLY;ONSITE;SENIN;4 Nov 2024;08.00 - 10.15 WIB;KU3.04.18;1 - 35;0;
S1 Rekayasa Perangkat Lunak;CCK3DAB3;PERANCANGAN DAN PEMROGRAMAN WEB;45;45;SE-46-03;VLY;ONSITE;SENIN;4 Nov 2024;08.00 - 10.15 WIB;KU3.04.19;1 - 45;0;
S1 Rekayasa Perangkat Lunak;CCK3DAB3;PERANCANGAN DAN PEMROGRAMAN WEB;34;34;SE-46-04;HPY;ONSITE;SENIN;4 Nov 2024;08.00 - 10.15 WIB;KU3.04.20;1 - 34;0;
S1 Rekayasa Perangkat Lunak;CCK3FAB3;PENJAMINAN MUTU PERANGKAT LUNAK;42;21;SE-46-01;SWD;ONSITE;RABU;6 Nov 2024;08.00 - 10.15 WIB;KU3.03.02;1 - 21;2;
S1 Rekayasa Perangkat Lunak;CCK3FAB3;PENJAMINAN MUTU PERANGKAT LUNAK;42;21;SE-46-01;SWD;ONSITE;RABU;6 Nov 2024;08.00 - 10.15 WIB;KU3.03.03;22 - 42;2;
S1 Rekayasa Perangkat Lunak;CCK3FAB3;PENJAMINAN MUTU PERANGKAT LUNAK;29;15;SE-46-02;SWD;ONSITE;RABU;6 Nov 2024;08.00 - 10.15 WIB;KU3.04.01;1 - 15;2;
S1 Rekayasa Perangkat Lunak;CCK3FAB3;PENJAMINAN MUTU PERANGKAT LUNAK;29;14;SE-46-02;SWD;ONSITE;RABU;6 Nov 2024;08.00 - 10.15 WIB;KU3.04.18;16 - 29;2;
S1 Rekayasa Perangkat Lunak;CCK3FAB3;PENJAMINAN MUTU PERANGKAT LUNAK;44;22;SE-46-03;FLF;ONSITE;RABU;6 Nov 2024;08.00 - 10.15 WIB;KU3.04.19;1 - 22;2;
S1 Rekayasa Perangkat Lunak;CCK3FAB3;PENJAMINAN MUTU PERANGKAT LUNAK;44;22;SE-46-03;FLF;ONSITE;RABU;6 Nov 2024;08.00 - 10.15 WIB;KU3.04.20;23 - 44;2;
S1 Rekayasa Perangkat Lunak;CCK3FAB3;PENJAMINAN MUTU PERANGKAT LUNAK;29;15;SE-46-04;SWD;ONSITE;RABU;6 Nov 2024;08.00 - 10.15 WIB;KU3.05.12;1 - 15;2;
S1 Rekayasa Perangkat Lunak;CCK3FAB3;PENJAMINAN MUTU PERANGKAT LUNAK;29;14;SE-46-04;SWD;ONSITE;RABU;6 Nov 2024;08.00 - 10.15 WIB;KU3.05.13;16 - 29;2;
S1 Rekayasa Perangkat Lunak;CCK4IBB3;DEVOPS;46;23;SE-45-GAB;VLY;ONSITE;SENIN;4 Nov 2024;14.00 - 16.15 WIB;(A307A) KU1.03.13;1 - 23;0;
S1 Rekayasa Perangkat Lunak;CCK4IBB3;DEVOPS;46;23;SE-45-GAB;VLY;ONSITE;SENIN;4 Nov 2024;14.00 - 16.15 WIB;(A307B) KU1.03.12;24 - 46;0;
S1 Sains Data;CDK1BDB2;STATISTIKA;38;38;DS-48-01;JDN;ONSITE;RABU;6 Nov 2024;10.45 - 13.00 WIB;TULT 0601;1 - 38;1;
S1 Sains Data;CDK1BDB2;STATISTIKA;38;38;DS-48-02;JDN;ONSITE;RABU;6 Nov 2024;10.45 - 13.00 WIB;TULT 0602;1 - 38;1;
S1 Sains Data;CDK1BDB2;STATISTIKA;37;37;DS-48-03;SUS;ONSITE;RABU;6 Nov 2024;10.45 - 13.00 WIB;TULT 0603;1 - 37;1;
S1 Sains Data;CDK1EAB3;KALKULUS;38;19;DS-48-01;DNS;ONSITE;KAMIS;7 Nov 2024;10.45 - 13.00 WIB;(A307A) KU1.03.13;1 - 38;2;
S1 Sains Data;CDK1EAB3;KALKULUS;38;19;DS-48-02;AZN;ONSITE;KAMIS;7 Nov 2024;10.45 - 13.00 WIB;(A307B) KU1.03.12;1 - 38;2;
S1 Sains Data;CDK1EAB3;KALKULUS;37;19;DS-48-03;KMQ;ONSITE;KAMIS;7 Nov 2024;10.45 - 13.00 WIB;(A310) KU1.03.14;1 - 37;2;
S1 Teknologi Informasi;CBK2BAB4;STRUKTUR DATA;49;25;IT-47-02;RDC;ONSITE;SELASA;5 Nov 2024;08.00 - 10.15 WIB;KU3.04.19;1 - 25;2;
S1 Teknologi Informasi;CBK2BAB4;STRUKTUR DATA;49;24;IT-47-02;RDC;ONSITE;SELASA;5 Nov 2024;08.00 - 10.15 WIB;KU3.04.20;26 - 49;2;
S1 Teknologi Informasi;CBK2BAB4;STRUKTUR DATA;41;21;IT-47-03;LHF;ONSITE;SELASA;5 Nov 2024;08.00 - 10.15 WIB;KU3.05.12;1 - 21;2;
S1 Teknologi Informasi;CBK2BAB4;STRUKTUR DATA;41;20;IT-47-03;LHF;ONSITE;SELASA;5 Nov 2024;08.00 - 10.15 WIB;KU3.05.13;22 - 41;2;
S1 Teknologi Informasi;CBK2BAB4;STRUKTUR DATA;38;19;IT-47-04;RDC;ONSITE;SELASA;5 Nov 2024;08.00 - 10.15 WIB;KU3.05.14;1 - 19;2;
S1 Teknologi Informasi;CBK2BAB4;STRUKTUR DATA;38;19;IT-47-04;RDC;ONSITE;SELASA;5 Nov 2024;08.00 - 10.15 WIB;KU3.05.15;20 - 38;2;
S1 Sains Data;CDK2BAB2;ANALISIS KOMPLEKSITAS ALGORITMA;39;20;DS-47-01;RMB;ONSITE;JUMAT;8 Nov 2024;14.00 - 16.15 WIB;KU3.04.19;1 - 20;2;
S1 Sains Data;CDK2BAB2;ANALISIS KOMPLEKSITAS ALGORITMA;39;19;DS-47-01;RMB;ONSITE;JUMAT;8 Nov 2024;14.00 - 16.15 WIB;KU3.04.20;21 - 39;2;
S1 Sains Data;CDK2BAB2;ANALISIS KOMPLEKSITAS ALGORITMA;43;22;DS-47-02;SLL;ONSITE;JUMAT;8 Nov 2024;14.00 - 16.15 WIB;TULT 0710;1 - 22;2;
S1 Sains Data;CDK2BAB2;ANALISIS KOMPLEKSITAS ALGORITMA;43;21;DS-47-02;SLL;ONSITE;JUMAT;8 Nov 2024;14.00 - 16.15 WIB;TULT 0711;23 - 43;2;
S1 Sains Data;CDK2BAB2;ANALISIS KOMPLEKSITAS ALGORITMA;39;20;DS-47-03;RMB;ONSITE;JUMAT;8 Nov 2024;14.00 - 16.15 WIB;KU3.05.14;1 - 20;2;
S1 Sains Data;CDK2BAB2;ANALISIS KOMPLEKSITAS ALGORITMA;39;19;DS-47-03;RMB;ONSITE;JUMAT;8 Nov 2024;14.00 - 16.15 WIB;KU3.05.15;21 - 39;2;
S1 Sains Data;CDK2CAB3;SISTEM MANAJEMEN BASIS DATA;39;20;DS-47-01;PHG;ONSITE;SENIN;4 Nov 2024;14.00 - 16.15 WIB;(A303A) KU1.03.05;1 - 20;1;
S1 Sains Data;CDK2CAB3;SISTEM MANAJEMEN BASIS DATA;39;19;DS-47-01;PHG;ONSITE;SENIN;4 Nov 2024;14.00 - 16.15 WIB;(A303B) KU1.03.06;21 - 39;1;
S1 Sains Data;CDK2CAB3;SISTEM MANAJEMEN BASIS DATA;42;21;DS-47-02;MAB;ONSITE;SENIN;4 Nov 2024;14.00 - 16.15 WIB;(A304A) KU1.03.07;1 - 21;1;
S1 Sains Data;CDK2CAB3;SISTEM MANAJEMEN BASIS DATA;42;21;DS-47-02;MAB;ONSITE;SENIN;4 Nov 2024;14.00 - 16.15 WIB;(A304B) KU1.03.08;22 - 42;1;
S1 Sains Data;CDK2CAB3;SISTEM MANAJEMEN BASIS DATA;39;20;DS-47-03;MAB;ONSITE;SENIN;4 Nov 2024;14.00 - 16.15 WIB;(A308A) KU1.03.11;1 - 20;1;
S1 Sains Data;CDK2CAB3;SISTEM MANAJEMEN BASIS DATA;39;19;DS-47-03;MAB;ONSITE;SENIN;4 Nov 2024;14.00 - 16.15 WIB;(A308B) KU1.03.10;21 - 39;1;
S1 Sains Data;CDK2DAB3;PEMODELAN, SIMULASI, DAN OPTIMASI;38;38;DS-47-01;JDN;ONSITE;KAMIS;7 Nov 2024;08.00 - 10.15 WIB;KU3.05.12;1 - 38;1;
S1 Sains Data;CDK2DAB3;PEMODELAN, SIMULASI, DAN OPTIMASI;44;44;DS-47-02;JDN;ONSITE;KAMIS;7 Nov 2024;08.00 - 10.15 WIB;KU3.05.13;1 - 44;1;
S1 Sains Data;CDK2DAB3;PEMODELAN, SIMULASI, DAN OPTIMASI;39;39;DS-47-03;NIK;ONSITE;KAMIS;7 Nov 2024;08.00 - 10.15 WIB;KU3.05.14;1 - 39;1;
S1 Sains Data;CDK2FAB3;KECERDASAN BUATAN;38;38;DS-47-01;RRD;ONSITE;SENIN;4 Nov 2024;10.45 - 13.00 WIB;TULT 0714;1 - 38;1;
S1 Sains Data;CDK2FAB3;KECERDASAN BUATAN;41;41;DS-47-02;RRD;ONSITE;SENIN;4 Nov 2024;10.45 - 13.00 WIB;TULT 0715;1 - 41;1;
S1 Sains Data;CDK2FAB3;KECERDASAN BUATAN;40;40;DS-47-03;ACK;ONSITE;SENIN;4 Nov 2024;10.45 - 13.00 WIB;TULT 0716;1 - 40;1;
S1 Sains Data;CDK3BAB4;PEMROGRAMAN BERORIENTASI OBJEK;40;19;DS-46-01;MTD;ONSITE;SABTU;9 Nov 2024;10.45 - 13.00 WIB;(A303B) KU1.03.06;1 - 19;2;
S1 Sains Data;CDK3BAB4;PEMROGRAMAN BERORIENTASI OBJEK;40;18;DS-46-01;MTD;ONSITE;SABTU;9 Nov 2024;10.45 - 13.00 WIB;(A304A) KU1.03.07;20 - 37;2;
S1 Sains Data;CDK3BAB4;PEMROGRAMAN BERORIENTASI OBJEK;40;19;DS-46-02;DWD;ONSITE;SABTU;9 Nov 2024;10.45 - 13.00 WIB;(A304B) KU1.03.08;1 - 19;2;
S1 Sains Data;CDK3BAB4;PEMROGRAMAN BERORIENTASI OBJEK;40;18;DS-46-02;DWD;ONSITE;SABTU;9 Nov 2024;10.45 - 13.00 WIB;(A307A) KU1.03.13;20 - 37;2;
S1 Sains Data;CDK3BAB4;PEMROGRAMAN BERORIENTASI OBJEK;40;15;DS-46-03;DWD;ONSITE;SABTU;9 Nov 2024;10.45 - 13.00 WIB;(A307B) KU1.03.12;1 - 15;2;
S1 Sains Data;CDK3BAB4;PEMROGRAMAN BERORIENTASI OBJEK;40;15;DS-46-03;DWD;ONSITE;SABTU;9 Nov 2024;10.45 - 13.00 WIB;(A308A) KU1.03.11;16 - 30;2;
S1 Sains Data;CDK3EAB3;ANALISIS DERET WAKTU;40;20;DS-46-01;IND;ONSITE;SENIN;4 Nov 2024;14.00 - 16.15 WIB;(A203B) KU1.02.06;1 - 20;1;
S1 Sains Data;CDK3EAB3;ANALISIS DERET WAKTU;40;19;DS-46-01;IND;ONSITE;SENIN;4 Nov 2024;14.00 - 16.15 WIB;(A204A) KU1.02.07;21 - 39;1;
S1 Sains Data;CDK3EAB3;ANALISIS DERET WAKTU;40;18;DS-46-02;SSI;ONSITE;SENIN;4 Nov 2024;14.00 - 16.15 WIB;(A204B) KU1.02.08;1 - 18;1;
S1 Sains Data;CDK3EAB3;ANALISIS DERET WAKTU;40;17;DS-46-02;SSI;ONSITE;SENIN;4 Nov 2024;14.00 - 16.15 WIB;(A207A) KU1.02.13;19 - 35;1;
S1 Sains Data;CDK3EAB3;ANALISIS DERET WAKTU;40;20;DS-46-03;HFL;ONSITE;SENIN;4 Nov 2024;14.00 - 16.15 WIB;(A207B) KU1.02.14;1 - 20;1;
S1 Sains Data;CDK3EAB3;ANALISIS DERET WAKTU;40;20;DS-46-03;HFL;ONSITE;SENIN;4 Nov 2024;14.00 - 16.15 WIB;(A208A) KU1.02.15;21 - 40;1;
S1 Rekayasa Perangkat Lunak;UAKXACB2;AGAMA ISLAM;66;66;SE-48-GAB01;FHI;ONLINE;KAMIS;7 Nov 2024;08.00 - 10.15 WIB;ONLINE;1 - 66;0;
S1 Rekayasa Perangkat Lunak;UAKXACB2;AGAMA ISLAM;70;70;SE-48-GAB02;FHI;ONLINE;KAMIS;7 Nov 2024;08.00 - 10.15 WIB;ONLINE;1 - 70;0;
S1 Rekayasa Perangkat Lunak;UAKXACB2;AGAMA ISLAM;80;80;SE-46-GAB01;FHI;ONLINE;KAMIS;7 Nov 2024;08.00 - 10.15 WIB;ONLINE;1 - 80;0;
S1 Rekayasa Perangkat Lunak;UAKXACB2;AGAMA ISLAM;27;27;SE-46-GAB02;FHI;ONLINE;KAMIS;7 Nov 2024;08.00 - 10.15 WIB;ONLINE;1 - 27;0;
S1 Rekayasa Perangkat Lunak;UAKXACB2;AGAMA ISLAM;19;19;SE-46-GAB03;FHI;ONLINE;KAMIS;7 Nov 2024;08.00 - 10.15 WIB;ONLINE;1 - 19;0;
S1 Teknologi Informasi;CBK2CAB3;SISTEM MULTIMEDIA;39;20;IT-47-KHS;WKF;ONSITE;KAMIS;7 Nov 2024;14.00 - 16.15 WIB;KU3.03.02;1 - 20;2;
