Prodi;Kode Mata Kuliah;Mata Kuliah;Jumlah Mahasiswa;Jumlah Mahasiswa per Ruangan;Kelas;Dosen;Ujian;Hari;Tanggal;Waktu;Ruangan;"No Urut Absen Mahasiswa
bit.ly/NomorUrutAbsensiUTSFIF2425 ";Request Kebutuhan Pengawas;
S1 Informatika;CAK1BAB3;ALGORITMA DAN PEMROGRAMAN 1;42;21;IF-48-01;HWP;ONSITE;JUMAT;8 Nov 2024;08.00 - 10.15 WIB;TULT 0701;1 - 21;2;
S1 Informatika;CAK1BAB3;ALGORITMA DAN PEMROGRAMAN 1;42;21;IF-48-01;HWP;ONSITE;JUMAT;8 Nov 2024;08.00 - 10.15 WIB;TULT 0702;22 - 42;2;
S1 Informatika;CAK1BAB3;ALGORITMA DAN PEMROGRAMAN 1;42;21;IF-48-02;LDS;ONSITE;JUMAT;8 Nov 2024;08.00 - 10.15 WIB;TULT 0707;1 - 21;2;
S1 Informatika;CAK1BAB3;ALGORITMA DAN PEMROGRAMAN 1;42;21;IF-48-02;LDS;ONSITE;JUMAT;8 Nov 2024;08.00 - 10.15 WIB;TULT 0709;22 - 42;2;
S1 Informatika;CAK1BAB3;ALGORITMA DAN PEMROGRAMAN 1;48;24;IF-48-03;LDS;ONSITE;JUMAT;8 Nov 2024;08.00 - 10.15 WIB;TULT 0710;1 - 24;2;
S1 Informatika;CAK1BAB3;ALGORITMA DAN PEMROGRAMAN 1;48;24;IF-48-03;LDS;ONSITE;JUMAT;8 Nov 2024;08.00 - 10.15 WIB;TULT 0711;25 - 48;2;
S1 Informatika;CAK1BAB3;ALGORITMA DAN PEMROGRAMAN 1;46;23;IF-48-04;ALH;ONSITE;JUMAT;8 Nov 2024;08.00 - 10.15 WIB;TULT 0601;1 - 23;2;
S1 Informatika;CAK1BAB3;ALGORITMA DAN PEMROGRAMAN 1;46;23;IF-48-04;ALH;ONSITE;JUMAT;8 Nov 2024;08.00 - 10.15 WIB;TULT 0602;24 - 46;2;
S1 Informatika;CAK1BAB3;ALGORITMA DAN PEMROGRAMAN 1;46;23;IF-48-05;HWP;ONSITE;JUMAT;8 Nov 2024;08.00 - 10.15 WIB;TULT 0703;1 - 23;2;
S1 Informatika;CAK1BAB3;ALGORITMA DAN PEMROGRAMAN 1;46;23;IF-48-05;HWP;ONSITE;JUMAT;8 Nov 2024;08.00 - 10.15 WIB;TULT 0706;24 - 46;2;
S1 Informatika;CAK1BAB3;ALGORITMA DAN PEMROGRAMAN 1;44;22;IF-48-06;UAI;ONSITE;JUMAT;8 Nov 2024;08.00 - 10.15 WIB;TULT 0603;1 - 22;2;
S1 Informatika;CAK1BAB3;ALGORITMA DAN PEMROGRAMAN 1;44;22;IF-48-06;UAI;ONSITE;JUMAT;8 Nov 2024;08.00 - 10.15 WIB;TULT 0716;23 - 44;2;
S1 Informatika;CAK1BAB3;ALGORITMA DAN PEMROGRAMAN 1;45;23;IF-48-07;PEY;ONSITE;JUMAT;8 Nov 2024;08.00 - 10.15 WIB;(A203B) KU1.02.06;1 - 23;2;
S1 Informatika;CAK1BAB3;ALGORITMA DAN PEMROGRAMAN 1;45;22;IF-48-07;PEY;ONSITE;JUMAT;8 Nov 2024;08.00 - 10.15 WIB;(A204A) KU1.02.07;24 - 45;2;
S1 Informatika;CAK1BAB3;ALGORITMA DAN PEMROGRAMAN 1;40;20;IF-48-08;IGR;ONSITE;JUMAT;8 Nov 2024;08.00 - 10.15 WIB;(A204B) KU1.02.08;1 - 20;2;
S1 Informatika;CAK1BAB3;ALGORITMA DAN PEMROGRAMAN 1;40;20;IF-48-08;IGR;ONSITE;JUMAT;8 Nov 2024;08.00 - 10.15 WIB;(A207A) KU1.02.13;21 - 40;2;
S1 Informatika;CAK1BAB3;ALGORITMA DAN PEMROGRAMAN 1;44;22;IF-48-09;GKL;ONSITE;JUMAT;8 Nov 2024;08.00 - 10.15 WIB;(A303A) KU1.03.05;1 - 22;2;
S1 Informatika;CAK1BAB3;ALGORITMA DAN PEMROGRAMAN 1;44;22;IF-48-09;GKL;ONSITE;JUMAT;8 Nov 2024;08.00 - 10.15 WIB;(A303B) KU1.03.06;23 - 44;2;
S1 Informatika;CAK1BAB3;ALGORITMA DAN PEMROGRAMAN 1;41;21;IF-48-10;BMG;ONSITE;JUMAT;8 Nov 2024;08.00 - 10.15 WIB;(A304A) KU1.03.07;1 - 21;2;
S1 Informatika;CAK1BAB3;ALGORITMA DAN PEMROGRAMAN 1;41;20;IF-48-10;BMG;ONSITE;JUMAT;8 Nov 2024;08.00 - 10.15 WIB;(A304B) KU1.03.08;22 - 41;2;
S1 Informatika;CAK1BAB3;ALGORITMA DAN PEMROGRAMAN 1;42;21;IF-48-11;BMG;ONSITE;JUMAT;8 Nov 2024;08.00 - 10.15 WIB;(A308B) KU1.03.10;1 - 21;2;
S1 Informatika;CAK1BAB3;ALGORITMA DAN PEMROGRAMAN 1;42;21;IF-48-11;BMG;ONSITE;JUMAT;8 Nov 2024;08.00 - 10.15 WIB;(A308A) KU1.03.11;22 - 42;2;
S1 Informatika;CAK1BAB3;ALGORITMA DAN PEMROGRAMAN 1;42;21;IF-48-12;ALH;ONSITE;JUMAT;8 Nov 2024;08.00 - 10.15 WIB;TULT 0714;1 - 21;2;
S1 Informatika;CAK1BAB3;ALGORITMA DAN PEMROGRAMAN 1;42;21;IF-48-12;ALH;ONSITE;JUMAT;8 Nov 2024;08.00 - 10.15 WIB;TULT 0715;22 - 42;2;
S1 Informatika;CAK1BAB3;ALGORITMA DAN PEMROGRAMAN 1;34;17;IF-48-INT;JMT;ONSITE;JUMAT;8 Nov 2024;08.00 - 10.15 WIB;TULT-1509;1 - 17;2;
S1 Informatika;CAK1BAB3;ALGORITMA DAN PEMROGRAMAN 1;34;17;IF-48-INT;JMT;ONSITE;JUMAT;8 Nov 2024;08.00 - 10.15 WIB;TULT-1510;18 - 34;2;
S1 Informatika;CAK1CAB3;KALKULUS;43;22;IF-48-01;FMH;ONSITE;KAMIS;7 Nov 2024;08.00 - 10.15 WIB;(A203B) KU1.02.06;1 - 22;1;
S1 Informatika;CAK1CAB3;KALKULUS;43;21;IF-48-01;FMH;ONSITE;KAMIS;7 Nov 2024;08.00 - 10.15 WIB;(A204A) KU1.02.07;23 - 43;1;
S1 Informatika;CAK1CAB3;KALKULUS;41;21;IF-48-02;FMH;ONSITE;KAMIS;7 Nov 2024;08.00 - 10.15 WIB;(A204B) KU1.02.08;1 - 21;1;
S1 Informatika;CAK1CAB3;KALKULUS;41;20;IF-48-02;FMH;ONSITE;KAMIS;7 Nov 2024;08.00 - 10.15 WIB;(A207A) KU1.02.13;22 - 41;1;
S1 Informatika;CAK1CAB3;KALKULUS;41;21;IF-48-03;SSI;ONSITE;KAMIS;7 Nov 2024;08.00 - 10.15 WIB;(A303A) KU1.03.05;1 - 21;1;
S1 Informatika;CAK1CAB3;KALKULUS;41;20;IF-48-03;SSI;ONSITE;KAMIS;7 Nov 2024;08.00 - 10.15 WIB;(A303B) KU1.03.06;22 - 41;1;
S1 Informatika;CAK1CAB3;KALKULUS;40;20;IF-48-04;RMI;ONSITE;KAMIS;7 Nov 2024;08.00 - 10.15 WIB;TULT 0701;1 - 20;1;
S1 Informatika;CAK1CAB3;KALKULUS;40;20;IF-48-04;RMI;ONSITE;KAMIS;7 Nov 2024;08.00 - 10.15 WIB;TULT 0702;21 - 40;1;
S1 Informatika;CAK1CAB3;KALKULUS;41;21;IF-48-05;NLF;ONSITE;KAMIS;7 Nov 2024;08.00 - 10.15 WIB;(A308B) KU1.03.10;1 - 21;1;
S1 Informatika;CAK1CAB3;KALKULUS;41;20;IF-48-05;NLF;ONSITE;KAMIS;7 Nov 2024;08.00 - 10.15 WIB;(A308A) KU1.03.11;22 - 41;1;
S1 Informatika;CAK1CAB3;KALKULUS;40;20;IF-48-06;NLF;ONSITE;KAMIS;7 Nov 2024;08.00 - 10.15 WIB;(A307B) KU1.03.12;1 - 20;1;
S1 Informatika;CAK1CAB3;KALKULUS;40;20;IF-48-06;NLF;ONSITE;KAMIS;7 Nov 2024;08.00 - 10.15 WIB;(A307A) KU1.03.13;21 - 40;1;
S1 Informatika;CAK1CAB3;KALKULUS;42;21;IF-48-07;ENT;ONSITE;KAMIS;7 Nov 2024;08.00 - 10.15 WIB;(A207B) KU1.02.14;1 - 21;1;
S1 Informatika;CAK1CAB3;KALKULUS;42;21;IF-48-07;ENT;ONSITE;KAMIS;7 Nov 2024;08.00 - 10.15 WIB;(A208A) KU1.02.15;22 - 42;1;
S1 Informatika;CAK1CAB3;KALKULUS;40;20;IF-48-08;ENT;ONSITE;KAMIS;7 Nov 2024;08.00 - 10.15 WIB;(A208B) KU1.02.16;1 - 20;1;
S1 Informatika;CAK1CAB3;KALKULUS;40;20;IF-48-08;ENT;ONSITE;KAMIS;7 Nov 2024;08.00 - 10.15 WIB;(A310) KU1.03.14;21 - 40;1;
S1 Informatika;CAK1CAB3;KALKULUS;39;20;IF-48-09;RMI;ONSITE;KAMIS;7 Nov 2024;08.00 - 10.15 WIB;TULT 0703;1 - 20;1;
S1 Informatika;CAK1CAB3;KALKULUS;39;19;IF-48-09;RMI;ONSITE;KAMIS;7 Nov 2024;08.00 - 10.15 WIB;TULT 0706;21 - 39;1;
S1 Informatika;CAK1CAB3;KALKULUS;39;20;IF-48-10;RMI;ONSITE;KAMIS;7 Nov 2024;08.00 - 10.15 WIB;TULT 0707;1 - 20;1;
S1 Informatika;CAK1CAB3;KALKULUS;39;19;IF-48-10;RMI;ONSITE;KAMIS;7 Nov 2024;08.00 - 10.15 WIB;TULT 0709;21 - 39;1;
S1 Informatika;CAK1CAB3;KALKULUS;40;20;IF-48-11;RMI;ONSITE;KAMIS;7 Nov 2024;08.00 - 10.15 WIB;TULT 0710;1 - 20;1;
S1 Informatika;CAK1CAB3;KALKULUS;40;20;IF-48-11;RMI;ONSITE;KAMIS;7 Nov 2024;08.00 - 10.15 WIB;TULT 0711;21 - 40;1;
S1 Informatika;CAK1CAB3;KALKULUS;42;21;IF-48-12;SSI;ONSITE;KAMIS;7 Nov 2024;08.00 - 10.15 WIB;(A304A) KU1.03.07;1 - 21;1;
S1 Informatika;CAK1CAB3;KALKULUS;42;21;IF-48-12;SSI;ONSITE;KAMIS;7 Nov 2024;08.00 - 10.15 WIB;(A304B) KU1.03.08;22 - 42;1;
S1 Informatika;CAK1CAB3;KALKULUS;33;17;IF-48-INT;PHN;ONSITE;KAMIS;7 Nov 2024;08.00 - 10.15 WIB;TULT-1509;1 - 17;1;
S1 Informatika;CAK1CAB3;KALKULUS;33;16;IF-48-INT;PHN;ONSITE;KAMIS;7 Nov 2024;08.00 - 10.15 WIB;TULT-1510;18 - 33;1;
S1 Informatika;CAK1CAB3;KALKULUS;45;23;IFX-48-GAB;JSM;ONSITE;KAMIS;7 Nov 2024;08.00 - 10.15 WIB;TULT 0601;1 - 23;1;
S1 Informatika;CAK1CAB3;KALKULUS;45;22;IFX-48-GAB;JSM;ONSITE;KAMIS;7 Nov 2024;08.00 - 10.15 WIB;TULT 0602;24 - 45;1;
S1 Informatika;CAK1EAB3;MATEMATIKA DISKRIT;43;43;IF-48-01;DTO;ONSITE;SELASA;5 Nov 2024;10.45 - 13.00 WIB;TULT 0601;1 - 43;2;
S1 Informatika;CAK1EAB3;MATEMATIKA DISKRIT;43;43;IF-48-02;BBD;ONSITE;SELASA;5 Nov 2024;10.45 - 13.00 WIB;TULT 0602;1 - 43;2;
S1 Informatika;CAK1EAB3;MATEMATIKA DISKRIT;41;41;IF-48-03;WKF;ONSITE;SELASA;5 Nov 2024;10.45 - 13.00 WIB;TULT 0603;1 - 41;2;
S1 Informatika;CAK1EAB3;MATEMATIKA DISKRIT;40;40;IF-48-04;IYK;ONSITE;SELASA;5 Nov 2024;10.45 - 13.00 WIB;TULT 0701;1 - 40;2;
S1 Informatika;CAK1EAB3;MATEMATIKA DISKRIT;41;41;IF-48-05;LZD;ONSITE;SELASA;5 Nov 2024;10.45 - 13.00 WIB;TULT 0702;1 - 41;2;
S1 Informatika;CAK1EAB3;MATEMATIKA DISKRIT;40;40;IF-48-06;EDF;ONSITE;SELASA;5 Nov 2024;10.45 - 13.00 WIB;TULT 0703;1 - 40;2;
S1 Informatika;CAK1EAB3;MATEMATIKA DISKRIT;42;42;IF-48-07;MHD;ONSITE;SELASA;5 Nov 2024;10.45 - 13.00 WIB;TULT 0706;1 - 42;2;
S1 Informatika;CAK1EAB3;MATEMATIKA DISKRIT;39;39;IF-48-08;MHD;ONSITE;SELASA;5 Nov 2024;10.45 - 13.00 WIB;TULT 0707;1 - 39;2;
S1 Informatika;CAK1EAB3;MATEMATIKA DISKRIT;39;39;IF-48-09;MIG;ONSITE;SELASA;5 Nov 2024;10.45 - 13.00 WIB;TULT 0709;1 - 39;2;
S1 Informatika;CAK1EAB3;MATEMATIKA DISKRIT;39;39;IF-48-10;MIG;ONSITE;SELASA;5 Nov 2024;10.45 - 13.00 WIB;TULT 0710;1 - 39;2;
S1 Informatika;CAK1EAB3;MATEMATIKA DISKRIT;43;43;IF-48-11;RWT;ONSITE;SELASA;5 Nov 2024;10.45 - 13.00 WIB;TULT 0711;1 - 43;2;
S1 Informatika;CAK1EAB3;MATEMATIKA DISKRIT;40;40;IF-48-12;RWT;ONSITE;SELASA;5 Nov 2024;10.45 - 13.00 WIB;TULT 0714;1 - 40;2;
S1 Informatika;CAK1EAB3;MATEMATIKA DISKRIT;33;33;IF-48-INT;IPL;ONSITE;SELASA;5 Nov 2024;10.45 - 13.00 WIB;TULT-1509;1 - 33;2;
S1 Informatika;CAK1MAB3;MATRIKS DAN RUANG VEKTOR;46;23;IF-47-GAB01;DTO;ONSITE;RABU;6 Nov 2024;08.00 - 10.15 WIB;TULT 0701;1 - 23;1;
S1 Informatika;CAK1MAB3;MATRIKS DAN RUANG VEKTOR;46;23;IF-47-GAB01;DTO;ONSITE;RABU;6 Nov 2024;08.00 - 10.15 WIB;TULT 0702;24 - 46;1;
S1 Informatika;CAK1MAB3;MATRIKS DAN RUANG VEKTOR;21;21;IF-47-GAB03;SSI;ONSITE;RABU;6 Nov 2024;08.00 - 10.15 WIB;TULT 0703;1 - 21;1;
S1 Informatika;CAK1MAB3;MATRIKS DAN RUANG VEKTOR;45;23;IF-47-GAB04;HFL;ONSITE;RABU;6 Nov 2024;08.00 - 10.15 WIB;TULT 0706;1 - 23;1;
S1 Informatika;CAK1MAB3;MATRIKS DAN RUANG VEKTOR;45;22;IF-47-GAB04;HFL;ONSITE;RABU;6 Nov 2024;08.00 - 10.15 WIB;TULT 0707;24 - 45;1;
S1 Informatika;CAK1MAB3;MATRIKS DAN RUANG VEKTOR;26;26;IF-47-GAB05;HFL;ONSITE;RABU;6 Nov 2024;08.00 - 10.15 WIB;TULT 0709;1 - 26;1;
S1 Informatika;CAK1MAB3;MATRIKS DAN RUANG VEKTOR;15;15;IF-47-GAB06;FSO;ONSITE;RABU;6 Nov 2024;08.00 - 10.15 WIB;TULT 0710;1 - 15;1;
S1 Informatika;CAK1MAB3;MATRIKS DAN RUANG VEKTOR;3;3;IF-47-INT;IYK;ONSITE;RABU;6 Nov 2024;08.00 - 10.15 WIB;TULT-1510;1 - 3;1;
S1 Informatika;CAK1MAB3;MATRIKS DAN RUANG VEKTOR;50;25;IFX-48-GAB;ABK;ONSITE;RABU;6 Nov 2024;08.00 - 10.15 WIB;TULT 0711;1 - 25;1;
S1 Informatika;CAK1MAB3;MATRIKS DAN RUANG VEKTOR;50;25;IFX-48-GAB;ABK;ONSITE;RABU;6 Nov 2024;08.00 - 10.15 WIB;TULT 0714;26 - 50;1;
S1 Informatika;CAK1NAB3;ORGANISASI DAN ARSITEKTUR KOMPUTER;37;37;IF-47-01;FBW;ONSITE;SENIN;4 Nov 2024;08.00 - 10.15 WIB;TULT 0701;1 - 37;2;
S1 Informatika;CAK1NAB3;ORGANISASI DAN ARSITEKTUR KOMPUTER;37;37;IF-47-02;END;ONSITE;SENIN;4 Nov 2024;08.00 - 10.15 WIB;(A204A) KU1.02.07;1 - 37;2;
S1 Informatika;CAK1NAB3;ORGANISASI DAN ARSITEKTUR KOMPUTER;39;39;IF-47-03;END;ONSITE;SENIN;4 Nov 2024;08.00 - 10.15 WIB;(A204B) KU1.02.08;1 - 39;2;
S1 Informatika;CAK1NAB3;ORGANISASI DAN ARSITEKTUR KOMPUTER;36;36;IF-47-04;VMD;ONSITE;SENIN;4 Nov 2024;08.00 - 10.15 WIB;(A207A) KU1.02.13;1 - 36;2;
S1 Informatika;CAK1NAB3;ORGANISASI DAN ARSITEKTUR KOMPUTER;37;37;IF-47-05;SUM;ONSITE;SENIN;4 Nov 2024;08.00 - 10.15 WIB;(A207B) KU1.02.14;1 - 37;2;
S1 Informatika;CAK1NAB3;ORGANISASI DAN ARSITEKTUR KOMPUTER;36;36;IF-47-06;SUM;ONSITE;SENIN;4 Nov 2024;08.00 - 10.15 WIB;(A208A) KU1.02.15;1 - 36;2;
S1 Informatika;CAK1NAB3;ORGANISASI DAN ARSITEKTUR KOMPUTER;45;45;IF-47-07;VMD;ONSITE;SENIN;4 Nov 2024;08.00 - 10.15 WIB;(A208B) KU1.02.16;1 - 45;2;
S1 Informatika;CAK1NAB3;ORGANISASI DAN ARSITEKTUR KOMPUTER;40;40;IF-47-08;VMD;ONSITE;SENIN;4 Nov 2024;08.00 - 10.15 WIB;(A303A) KU1.03.05;1 - 40;2;
S1 Informatika;CAK1NAB3;ORGANISASI DAN ARSITEKTUR KOMPUTER;37;37;IF-47-09;ROC;ONSITE;SENIN;4 Nov 2024;08.00 - 10.15 WIB;(A303B) KU1.03.06;1 - 37;2;
S1 Informatika;CAK1NAB3;ORGANISASI DAN ARSITEKTUR KOMPUTER;39;39;IF-47-10;ROC;ONSITE;SENIN;4 Nov 2024;08.00 - 10.15 WIB;(A304A) KU1.03.07;1 - 39;2;
S1 Informatika;CAK1NAB3;ORGANISASI DAN ARSITEKTUR KOMPUTER;41;41;IF-47-11;FAH;ONSITE;SENIN;4 Nov 2024;08.00 - 10.15 WIB;(A304B) KU1.03.08;1 - 41;2;
S1 Informatika;CAK1NAB3;ORGANISASI DAN ARSITEKTUR KOMPUTER;38;38;IF-47-12;MFC;ONSITE;SENIN;4 Nov 2024;08.00 - 10.15 WIB;(A308B) KU1.03.10;1 - 38;2;
S1 Informatika;CAK1NAB3;ORGANISASI DAN ARSITEKTUR KOMPUTER;27;27;IF-47-INT;MMA;ONSITE;SENIN;4 Nov 2024;08.00 - 10.15 WIB;TULT-1510;1 - 27;2;
S1 Informatika;CAK2AAB3;ANALISIS DAN PERANCANGAN PERANGKAT LUNAK;47;24;IF-47-GAB01;SWD;ONSITE;RABU;6 Nov 2024;14.00 - 16.15 WIB;TULT 0701;1 - 24;2;
S1 Informatika;CAK2AAB3;ANALISIS DAN PERANCANGAN PERANGKAT LUNAK;47;23;IF-47-GAB01;SWD;ONSITE;RABU;6 Nov 2024;14.00 - 16.15 WIB;TULT 0702;25 - 47;2;
S1 Informatika;CAK2AAB3;ANALISIS DAN PERANCANGAN PERANGKAT LUNAK;47;24;IF-47-GAB02;SYP;ONSITE;RABU;6 Nov 2024;14.00 - 16.15 WIB;TULT 0703;1 - 24;2;
S1 Informatika;CAK2AAB3;ANALISIS DAN PERANCANGAN PERANGKAT LUNAK;47;23;IF-47-GAB02;SYP;ONSITE;RABU;6 Nov 2024;14.00 - 16.15 WIB;TULT 0706;25 - 47;2;
S1 Informatika;CAK2AAB3;ANALISIS DAN PERANCANGAN PERANGKAT LUNAK;48;24;IF-47-GAB03;RSC;ONSITE;RABU;6 Nov 2024;14.00 - 16.15 WIB;TULT 0707;1 - 24;2;
S1 Informatika;CAK2AAB3;ANALISIS DAN PERANCANGAN PERANGKAT LUNAK;48;24;IF-47-GAB03;RSC;ONSITE;RABU;6 Nov 2024;14.00 - 16.15 WIB;TULT 0709;25 - 48;2;
S1 Informatika;CAK2AAB3;ANALISIS DAN PERANCANGAN PERANGKAT LUNAK;46;23;IF-47-GAB04;DAM;ONSITE;RABU;6 Nov 2024;14.00 - 16.15 WIB;TULT 0710;1 - 23;2;
S1 Informatika;CAK2AAB3;ANALISIS DAN PERANCANGAN PERANGKAT LUNAK;46;23;IF-47-GAB04;DAM;ONSITE;RABU;6 Nov 2024;14.00 - 16.15 WIB;TULT 0711;24 - 46;2;
S1 Informatika;CAK2AAB3;ANALISIS DAN PERANCANGAN PERANGKAT LUNAK;50;25;IF-47-GAB05;DAM;ONSITE;RABU;6 Nov 2024;14.00 - 16.15 WIB;TULT 0714;1 - 25;2;
S1 Informatika;CAK2AAB3;ANALISIS DAN PERANCANGAN PERANGKAT LUNAK;50;25;IF-47-GAB05;DAM;ONSITE;RABU;6 Nov 2024;14.00 - 16.15 WIB;TULT 0715;26 - 50;2;
S1 Informatika;CAK2AAB3;ANALISIS DAN PERANCANGAN PERANGKAT LUNAK;45;23;IF-47-GAB06;IBD;ONSITE;RABU;6 Nov 2024;14.00 - 16.15 WIB;TULT 0716;1 - 23;2;
S1 Informatika;CAK2AAB3;ANALISIS DAN PERANCANGAN PERANGKAT LUNAK;45;22;IF-47-GAB06;IBD;ONSITE;RABU;6 Nov 2024;14.00 - 16.15 WIB;TULT 0601;24 - 45;2;
S1 Informatika;CAK2AAB3;ANALISIS DAN PERANCANGAN PERANGKAT LUNAK;47;24;IF-47-GAB07;IBD;ONSITE;RABU;6 Nov 2024;14.00 - 16.15 WIB;TULT 0602;1 - 24;2;
S1 Informatika;CAK2AAB3;ANALISIS DAN PERANCANGAN PERANGKAT LUNAK;47;23;IF-47-GAB07;IBD;ONSITE;RABU;6 Nov 2024;14.00 - 16.15 WIB;TULT 0603;25 - 47;2;
S1 Informatika;CAK2AAB3;ANALISIS DAN PERANCANGAN PERANGKAT LUNAK;23;23;IF-47-INT;FVE;ONSITE;RABU;6 Nov 2024;14.00 - 16.15 WIB;TULT-1510;1 - 23;2;
S1 Informatika;CAK2BAB2;ANALISIS KOMPLEKSITAS ALGORITMA;42;21;IF-47-01;EAR;ONSITE;JUMAT;8 Nov 2024;14.00 - 16.15 WIB;TULT 0701;1 - 21;1;
S1 Informatika;CAK2BAB2;ANALISIS KOMPLEKSITAS ALGORITMA;42;21;IF-47-01;EAR;ONSITE;JUMAT;8 Nov 2024;14.00 - 16.15 WIB;TULT 0702;22 - 42;1;
S1 Informatika;CAK2BAB2;ANALISIS KOMPLEKSITAS ALGORITMA;47;24;IF-47-02;EAR;ONSITE;JUMAT;8 Nov 2024;14.00 - 16.15 WIB;TULT 0703;1 - 24;1;
S1 Informatika;CAK2BAB2;ANALISIS KOMPLEKSITAS ALGORITMA;47;23;IF-47-02;EAR;ONSITE;JUMAT;8 Nov 2024;14.00 - 16.15 WIB;TULT 0706;25 - 47;1;
S1 Informatika;CAK2BAB2;ANALISIS KOMPLEKSITAS ALGORITMA;42;21;IF-47-03;EAR;ONSITE;JUMAT;8 Nov 2024;14.00 - 16.15 WIB;TULT 0707;1 - 21;1;
S1 Informatika;CAK2BAB2;ANALISIS KOMPLEKSITAS ALGORITMA;42;21;IF-47-03;EAR;ONSITE;JUMAT;8 Nov 2024;14.00 - 16.15 WIB;TULT 0709;22 - 42;1;
S1 Informatika;CAK2BAB2;ANALISIS KOMPLEKSITAS ALGORITMA;28;14;IF-47-04;LDS;ONSITE;JUMAT;8 Nov 2024;14.00 - 16.15 WIB;KU3.05.12;1 - 14;1;
S1 Informatika;CAK2BAB2;ANALISIS KOMPLEKSITAS ALGORITMA;28;14;IF-47-04;LDS;ONSITE;JUMAT;8 Nov 2024;14.00 - 16.15 WIB;KU3.05.13;15 - 28;1;
S1 Informatika;CAK2BAB2;ANALISIS KOMPLEKSITAS ALGORITMA;42;21;IF-47-05;SLL;ONSITE;JUMAT;8 Nov 2024;14.00 - 16.15 WIB;TULT 0714;1 - 21;1;
S1 Informatika;CAK2BAB2;ANALISIS KOMPLEKSITAS ALGORITMA;42;21;IF-47-05;SLL;ONSITE;JUMAT;8 Nov 2024;14.00 - 16.15 WIB;TULT 0715;22 - 42;1;
S1 Informatika;CAK2BAB2;ANALISIS KOMPLEKSITAS ALGORITMA;37;19;IF-47-06;DNH;ONSITE;JUMAT;8 Nov 2024;14.00 - 16.15 WIB;(A203B) KU1.02.06;1 - 19;1;
S1 Informatika;CAK2BAB2;ANALISIS KOMPLEKSITAS ALGORITMA;37;18;IF-47-06;DNH;ONSITE;JUMAT;8 Nov 2024;14.00 - 16.15 WIB;(A204A) KU1.02.07;20 - 37;1;
S1 Informatika;CAK2BAB2;ANALISIS KOMPLEKSITAS ALGORITMA;40;20;IF-47-07;SLL;ONSITE;JUMAT;8 Nov 2024;14.00 - 16.15 WIB;TULT 0602;1 - 20;1;
S1 Informatika;CAK2BAB2;ANALISIS KOMPLEKSITAS ALGORITMA;40;20;IF-47-07;SLL;ONSITE;JUMAT;8 Nov 2024;14.00 - 16.15 WIB;TULT 0603;21 - 40;1;
S1 Informatika;CAK2BAB2;ANALISIS KOMPLEKSITAS ALGORITMA;45;23;IF-47-08;RIE;ONSITE;JUMAT;8 Nov 2024;14.00 - 16.15 WIB;TULT 0716;1 - 23;1;
S1 Informatika;CAK2BAB2;ANALISIS KOMPLEKSITAS ALGORITMA;45;22;IF-47-08;RIE;ONSITE;JUMAT;8 Nov 2024;14.00 - 16.15 WIB;TULT 0601;24 - 45;1;
S1 Informatika;CAK2BAB2;ANALISIS KOMPLEKSITAS ALGORITMA;40;20;IF-47-09;DNH;ONSITE;JUMAT;8 Nov 2024;14.00 - 16.15 WIB;(A207A) KU1.02.13;1 - 20;1;
S1 Informatika;CAK2BAB2;ANALISIS KOMPLEKSITAS ALGORITMA;40;20;IF-47-09;DNH;ONSITE;JUMAT;8 Nov 2024;14.00 - 16.15 WIB;(A207B) KU1.02.14;21 - 40;1;
S1 Informatika;CAK2BAB2;ANALISIS KOMPLEKSITAS ALGORITMA;37;19;IF-47-10;RMB;ONSITE;JUMAT;8 Nov 2024;14.00 - 16.15 WIB;(A208A) KU1.02.15;1 - 19;1;
S1 Informatika;CAK2BAB2;ANALISIS KOMPLEKSITAS ALGORITMA;37;18;IF-47-10;RMB;ONSITE;JUMAT;8 Nov 2024;14.00 - 16.15 WIB;(A208B) KU1.02.16;20 - 37;1;
S1 Informatika;CAK2BAB2;ANALISIS KOMPLEKSITAS ALGORITMA;40;20;IF-47-11;KMM;ONSITE;JUMAT;8 Nov 2024;14.00 - 16.15 WIB;(A303A) KU1.03.05;1 - 20;1;
S1 Informatika;CAK2BAB2;ANALISIS KOMPLEKSITAS ALGORITMA;40;20;IF-47-11;KMM;ONSITE;JUMAT;8 Nov 2024;14.00 - 16.15 WIB;(A303B) KU1.03.06;21 - 40;1;
S1 Informatika;CAK2BAB2;ANALISIS KOMPLEKSITAS ALGORITMA;44;22;IF-47-12;KMM;ONSITE;JUMAT;8 Nov 2024;14.00 - 16.15 WIB;(A304A) KU1.03.07;1 - 22;1;
S1 Informatika;CAK2BAB2;ANALISIS KOMPLEKSITAS ALGORITMA;44;22;IF-47-12;KMM;ONSITE;JUMAT;8 Nov 2024;14.00 - 16.15 WIB;(A304B) KU1.03.08;23 - 44;1;
S1 Informatika;CAK2BAB2;ANALISIS KOMPLEKSITAS ALGORITMA;26;26;IF-47-INT;GIA;ONSITE;JUMAT;8 Nov 2024;14.00 - 16.15 WIB;TULT-1509;1 - 26;1;
S1 Informatika;CAK2BAB2;ANALISIS KOMPLEKSITAS ALGORITMA;46;23;IFX-47-GAB;ABK;ONSITE;JUMAT;8 Nov 2024;14.00 - 16.15 WIB;(A308B) KU1.03.10;1 - 23;1;
